gene,fold change,p value
COL17A1,-0.3,0.611968152
GSTO2,-0.2,0.545996056
SEC61A2,-0.5,0.018667934
PRKCQ,0.3,0.441768624
TLE2,-0.2,0.606268234
ASB1,0.6,0.004180103
FAM107B,1.5,4.59E-04
ME1,0.4,0.260969471
TBC1D1,0.1,0.62521955
CDK13,0.1,0.503934294
MTHFD2,1.5,1.29E-09
SLC9A7,-0.5,0.007302306
FOXJ2,0.1,0.618705204
YBX1,1.1,3.91E-34
PDE4A,-1.2,1.27E-06
PPP2R5A,0.8,0.034073146
CTNNA2,-0.1,0.833483557
ELAVL1,0.2,0.102569454
TIE1,0.4,0.348347139
DIP2B,0.9,0.010044212
SMARCD1,0.1,0.594501914
KDM4A,-0.2,0.202308434
NFYC,-0.4,0.007033003
ZMYND12,0.1,0.826659862
SLC9A3,1.1,0.00157092
NGEF,-2,1.42E-04
ASPM,-0.4,0.394872458
CD84,0.9,0.173001603
ELOVL1,0.8,0.060932067
SPI1,1.5,0.007793904
POLR1H,0.4,0.213711544
MPPED2,-0.3,0.200755725
CLDN18,-0.1,0.9448472
ZBTB11,-0.3,0.149647007
ATXN3,-0.2,0.520237915
GOLGA5,0.1,0.74850442
FGFR2,0.9,0.024079493
LRRC40,-0.1,0.83524392
ISOC1,0.5,0.040547629
TRMT11,-0.3,0.164192662
THUMPD1,-0.1,0.671041481
MSANTD3,-0.4,0.057614728
ATG2B,-0.3,0.149967893
ARFGEF1,-0.2,0.407452607
ZFAT,-0.5,0.20372163
MTFR1,0.9,0.025438101
STAG3,0.2,0.461103423
FECH,0.4,0.020568096
MYO9A,-0.3,0.072365526
DDX3Y,-0.2,0.855716125
PFKP,-1.3,1.17E-05
SP100,1.4,2.96E-06
KLF6,1,0.021756753
PLPP1,0.3,0.160570941
NEO1,0.8,0.009766375
TRAM1,1,0.009781963
PHKA1,1.2,0.01218855
TNFRSF1A,1.7,4.32E-09
CACNB1,-1.4,3.43E-07
EVI5,0.6,0.111668344
STOML1,-0.8,0.079431637
PKM,-1.1,2.75E-06
DNTTIP2,-0.1,0.570889379
METTL22,-0.6,0.013503204
TP53BP1,-0.1,0.665831293
TRO,-0.5,0.12701132
RRP15,0.2,0.559429926
RHOA,0.6,0.001224889
DHX8,-0.3,0.183144417
PRKCZ,-1,0.039270797
ZFY,-0.1,0.907912128
IARS2,0.1,0.355900834
SYT1,-1.9,1.76E-05
NAV3,-0.2,0.170620876
IDH3G,-0.9,0.007255015
ROGDI,-0.4,0.082663561
PDZD4,-0.9,0.073884634
ATP2B3,-1.7,1.73E-04
ROCK1,1,0.002408751
CBFB,1.6,1.63E-05
PDK3,-0.8,0.003077881
HYAL2,0.6,0.089750395
HDAC4,0.1,0.730053359
RASSF1,0.5,0.038301633
FGFR3,1,0.102629141
IFI35,1.3,1.63E-06
HEATR6,0.3,0.292473482
COASY,-0.1,0.806551931
PLEKHH3,0.1,0.601085151
MEF2A,-0.8,6.65E-08
OTUD5,-0.6,0.043729929
TFE3,-0.1,0.829260021
TBC1D25,-0.7,0.061840874
ACSL4,-0.6,3.13E-05
INPP5A,-0.6,1.64E-04
GPKOW,-0.2,0.683921589
GRIPAP1,-0.7,0.004871796
FTSJ1,-0.3,0.128344133
PRR11,1.3,3.67E-04
REEP1,-1.5,1.49E-12
ATP11A,1,3.25E-05
POLR1A,-0.4,0.031582236
LAPTM4A,0.7,0.009790217
TTC7A,0.9,5.34E-06
IP6K2,0.1,0.728512702
SRBD1,0.7,0.014500578
KIF2A,0.2,0.266991299
RASGRP2,-0.9,0.027978421
PSME4,0.4,0.13608674
IFT80,0.4,0.299552214
SIRT2,0.8,1.18E-06
ERLEC1,-0.6,0.002851473
PPP2R5B,-0.6,0.090182268
PYGM,0.7,0.165574714
ADGRF5,0.5,0.090715439
SDK2,0.2,0.589870512
NUCKS1,0.5,0.132916698
VPS35,-0.5,0.021483591
DNAJA2,-0.5,0.008630603
BCL3,1,9.13E-06
KCNAB2,-1.3,0.003960447
ABCC9,1.4,8.08E-04
GAL,-0.5,0.413789799
CLEC2D,0.8,0.002804271
FUNDC1,-0.4,0.101877842
MAOB,0.5,0.197076042
DRD4,0.7,0.087891677
TGFBR3,1.1,0.039565861
PLA2G10,-0.2,0.804504074
ATP1B3,-0.6,0.001027706
NEDD4,1.5,4.37E-07
PIGB,-0.2,0.414846605
MAPK6,-0.5,0.027045251
GNB5,-1.6,2.14E-06
RAB27A,0.6,0.176123744
UFD1,0.3,0.132572706
LRP6,0.9,0.059258666
GUCY2C,0.6,0.325507322
SCT,0.6,0.367610179
PHRF1,0.2,0.612862155
ELP1,-0.2,0.318779295
NUCB2,0.1,0.618548637
PFN2,-1.1,5.46E-10
PTPN3,-2,2.27E-05
SPTB,-1,0.027319948
DAPP1,1.3,0.051844829
FGF10,-1,0.233519533
SLC44A1,1.3,0.001592561
TMEM260,0.2,0.435095613
SMG6,0.4,0.157394036
EXOC5,0.5,0.240237813
CLTCL1,0.4,0.205633176
FGF22,-0.5,0.058986852
FSTL3,0.8,2.29E-07
DGCR2,-0.5,1.16E-04
RNF126,-0.8,0.005810906
MNT,-0.2,0.361659942
ZXDC,0.5,0.038678433
JMJD6,0.4,5.51E-04
POLB,-0.5,8.68E-04
ST6GALNAC1,0.2,0.595179446
WIPI1,0.3,0.182529357
FRMPD1,-0.4,0.110412291
GBA2,-0.5,0.108865992
NDST1,0.3,0.250575797
ASNS,-0.4,0.281590521
AP3M2,-0.8,4.51E-04
ST6GALNAC2,1,0.203421164
PABPC1,0.9,1.66E-09
TESK2,1.2,7.69E-04
CFAP20,-0.6,0.020769423
CSNK2A2,-0.3,0.136052447
PTPN21,0.9,0.001735099
EIF2B3,-0.7,0.003951936
CAMK2A,-1.1,0.029620643
TCOF1,-0.1,0.707533638
CDC42,-1.9,7.65E-13
OSBPL3,-0.7,2.59E-05
EPHA8,0.1,0.860362438
RAD18,-0.3,0.193665025
ATP2B1,-1.2,3.21E-08
NCK2,-0.3,0.20675809
MAP4K4,2.1,4.27E-07
RPL31,0.2,0.552089291
WDR1,0.4,0.127609239
SNX13,0.2,0.441955568
ARHGAP10,-0.6,0.008341909
RPS6KA2,0.3,0.17762891
VASH1,0.7,2.05E-05
SEL1L,0.1,0.768328478
TRIP13,-0.3,0.453329391
ATP6AP1,-0.9,0.006782637
TCF3,0.9,1.63E-08
TRIB2,0.1,0.819393192
DAZAP1,0.2,0.203342425
HLTF,-0.2,0.450141012
FAM50A,0.1,0.734302371
FAM3A,0.1,0.409492633
CPSF1,-0.4,0.392570655
MYO3B,-0.1,0.951332006
CYBRD1,1.2,0.053099553
CDH19,1.5,0.004564574
PDCD2,-0.1,0.547556975
SLC6A15,-1.3,1.75E-11
RDH11,0.3,0.449921055
PRKACA,-0.9,1.89E-11
ADGRL1,-0.4,1.67E-05
ACTN1,-0.7,0.054580451
ZFYVE26,0.4,0.00766671
RPS6KA6,-0.4,0.214313347
EPN2,1.1,5.41E-06
PTPN18,0.3,0.288876277
LIMS2,1.9,1.93E-13
ASIC4,0.8,6.60E-04
SPEG,-0.6,0.066253013
LNX1,-1.3,0.002066298
ALDH3A2,0.1,0.381657187
TFRC,0.8,0.088008366
SREBF1,0.7,0.057344038
TRPC5,-1.5,0.010044212
AFF4,0.6,0.109309705
UBE2D1,-0.2,0.411383389
MPP5,0.6,0.054511652
RHOBTB1,0.3,0.414587503
SMC1A,0.6,6.47E-05
HSD17B10,0.4,0.090754247
MARK2,-0.4,0.055270176
HMMR,0.3,0.620431829
CHFR,0.2,0.534328227
TRHDE,-1.6,1.47E-04
P4HA2,-0.1,0.793824928
FCGR2B,1.3,0.092250152
NFATC3,0.7,0.006869295
TRNT1,0.3,0.30646111
ACADVL,0.4,0.069687995
STK10,0.6,0.023916922
FBXW11,0.4,0.091362321
ACAP1,0.8,1.90E-05
CRMP1,-0.8,0.020691107
EVC,0.7,0.151817572
DERL2,0.5,0.003224423
SIDT1,-1.2,0.010577646
NDE1,1.1,5.06E-04
IRAG1,1.7,0.001021858
TMEM38A,-1.7,7.61E-09
AP1M1,-0.7,0.034915554
PVR,-0.6,0.041876893
XRCC1,-0.5,0.065911452
SCARB1,0.4,0.110233719
MCM2,0.2,0.795956054
MOV10L1,-0.3,0.518968856
PANX2,-1.5,6.22E-05
SELENOO,-0.2,0.601416084
TP63,0.6,0.531482163
ALPK1,0.9,0.092728435
LLGL2,0.9,4.54E-04
PDE8A,1.4,0.001397324
CLCN4,-0.7,5.07E-05
NLE1,-0.6,0.06166309
SDHA,-0.6,0.020338451
SMARCE1,0.2,0.52664883
GSDMB,-0.1,0.628814893
KDM5A,0.6,0.005407945
ADAM11,-1.1,1.57E-06
PPP2R3A,0.8,0.0292189
FERMT2,1.4,0.002123383
DHRS9,0.2,0.846512126
CD5L,1.7,0.029064035
PTGS2,0.8,0.074451978
IGF2BP2,2.6,1.76E-08
MAP3K13,-0.1,0.578964915
ST6GAL1,0.4,0.353764636
TBX21,-0.1,0.914998636
VDAC1P1,-1,0.009157719
FRY,-0.6,2.72E-04
PICALM,0.6,0.102074011
NSF,-1.9,2.38E-07
GLI2,1.5,0.018010893
CLASP1,-0.2,0.12780176
MRPS34,-0.5,0.185621186
NOTCH3,0.6,0.035028949
CLNS1A,0.4,0.027973033
PPP2R2C,-0.5,1.24E-04
TEAD2,1.5,1.58E-04
EED,0.3,0.024853342
CDHR2,-0.3,0.723389594
SNCB,-1.8,9.07E-06
TSG101,-0.2,0.010145264
NCBP3,0.6,0.011429382
ATP2A3,0.6,0.085585372
CA12,1.1,0.104887672
MGLL,0.1,0.616508524
NTN4,-0.8,9.03E-04
BCS1L,-0.1,0.776033049
NUAK1,-1.3,8.26E-10
DPP8,-0.4,0.247303766
SLC24A1,0.9,0.00167191
ZNF532,0.5,0.052741305
SCARF1,0.5,0.103071322
LMAN1,0.7,0.027127714
HACD3,-0.1,0.50823069
IPCEF1,-1.4,1.28E-04
ZZEF1,-0.1,0.621508096
SLC12A1,-1.3,0.003396503
MYDGF,-0.2,0.590295124
ANO8,0.2,0.58902561
TUBE1,0.1,0.806405334
ARHGEF10L,-0.1,0.881818684
TXK,-1.1,0.121128462
WSCD2,-1.5,1.56E-04
KCNQ2,-0.8,0.10708237
TACR2,-0.2,0.714240741
ACTR6,-0.1,0.852101135
TIPIN,0.2,0.380210592
SRI,1,0.01066458
EIF4G3,-0.5,1.38E-04
NUP37,0.9,0.001648459
SEMA3A,-0.6,0.070381384
GTSE1,0.7,0.374499267
SEMA3C,0.3,0.425794694
TTC38,1.4,1.40E-06
ACAT1,0.2,0.040448554
GRAMD4,-0.3,0.178014771
CELSR1,0.7,0.043999189
WNT8B,0.7,0.39569701
ZNF638,0.2,0.448768301
SLC25A40,-0.5,0.217866519
TIMM21,0.1,0.446775165
ADD2,-1.3,0.002094727
RASAL2,-0.7,2.09E-11
VPS9D1,-0.6,0.043650705
ZNF37A,0.2,0.282431318
MARK3,0.2,0.129874384
SLC25A3,-0.8,1.18E-09
FNDC3B,0.9,0.003956774
FOSL2,0.4,0.141815525
CACNG5,0.8,0.209581218
CACNG4,1.5,4.63E-08
FRYL,0.9,0.003215661
TMEM131,-0.2,0.282858109
FSCN1,-0.3,0.381462689
ACTB,-0.1,0.771515659
MOCOS,1.1,0.069046541
PLD1,1.2,0.017342201
ATP12A,-2.5,2.30E-05
WDR62,0.5,0.335857444
DLG1,0.6,0.135790562
BCAP29,-0.6,8.80E-04
SEC31B,-0.2,0.497271758
SART3,-0.1,0.746092255
ARHGAP15,0.2,0.759299037
TUBA3D,-0.5,0.324819798
PAX2,-2.6,7.11E-05
EXOSC7,-0.2,0.418945875
KIFAP3,-1.1,5.18E-08
MKRN2,-0.1,0.333557232
MCM6,0.1,0.905173867
REXO2,0.4,0.055325472
RBM7,0.8,0.003674137
RBMS2,1.2,2.95E-04
BAZ2A,0.5,0.012287382
MLH1,0.2,0.334464559
UNG,0.9,0.002768535
FMO4,1.4,8.42E-05
KLHL20,0.2,0.612306339
SLC46A1,0.9,1.42E-04
PLXNA2,-0.9,2.30E-05
SPAG5,-0.2,0.596060223
ANKRD13A,0.8,7.50E-04
TPD52,-0.5,0.204380352
ACACB,0.9,0.035951166
TRAF4,1.5,8.09E-09
PAG1,0.6,0.079082807
GPATCH1,-0.4,0.004363233
ICAM3,0.2,0.814712543
NT5C2,0.4,0.031380203
MCAM,0.1,0.810169014
GPC4,0.3,0.378665306
MBNL3,1.8,1.69E-04
CAMSAP3,-0.8,0.059525398
RAP1GAP,-0.9,0.001183051
ARHGEF1,1.2,5.34E-05
STXBP2,1.4,0.010453095
MAP2K7,0.2,0.242096076
NMRK2,-0.8,0.310084671
DGKD,0.1,0.726793241
CTTNBP2,0.6,0.154978226
ACTL6B,-1.5,0.01227865
RARB,-1.2,6.68E-06
TM9SF3,0.2,0.447621086
NFKB2,2.1,1.10E-10
UBE2T,-1.1,0.004457917
DNAJC10,-0.2,0.355674078
GTF3C1,-0.3,0.218538412
IL4R,2.6,3.77E-11
USP33,-0.4,0.02283839
PAK3,-1.2,7.41E-06
DCX,-0.2,0.554818491
SNRPA,0.2,0.568844599
SPAG6,-1.5,2.83E-05
EXOSC5,-0.6,0.122336242
DYNC1I2,0.5,0.059949743
APBB1IP,1.3,0.034701282
LRCH4,0.4,0.165951655
FAM76B,0.5,0.25054009
SIRT6,-0.1,0.543129324
POLD3,0.2,0.266807078
ACTN2,-0.6,0.007091835
CAPZB,-0.1,0.438668835
GPR137B,1.1,0.006294427
NAALAD2,0.1,0.892827851
JADE1,-0.3,0.352180853
SLC25A43,0.6,0.008074926
UBE2A,0.2,0.505121315
FGFR1,0.7,7.19E-05
FKBP6,1.2,0.153953106
SMC1B,1.4,0.032964851
FBLN1,1.1,0.016450088
ITGA8,0.8,0.038438878
CST7,1.1,0.081238426
MAP2,-1,0.004072331
PIAS2,-0.1,0.63966691
AMPH,-1.6,2.77E-04
ARAF,0.8,1.35E-05
MCCC1,0.2,0.386004139
LAMP3,0.9,0.283209511
FAP,-1.2,0.039094548
NEBL,0.6,0.166671913
ACER3,1.1,0.001634027
UBE2K,-0.6,0.009744789
PIK3C3,-0.1,0.419972
N4BP2,0.7,0.059382102
TULP3,1.2,3.98E-04
SYNJ2,0.5,0.230901615
ADCY2,0.1,0.582160735
PMS2P1,-0.4,0.240625989
RBFOX1,-1.8,6.93E-08
GNB1,-0.5,0.006537384
EDN1,2,9.12E-05
ZCWPW1,0.2,0.284741362
ADCYAP1R1,0.7,0.034212045
FGF20,-0.6,0.389064873
ITM2A,0.1,0.815792383
NRDC,-0.2,0.103092864
VDAC3,-0.9,5.03E-13
PCM1,0.4,0.161121283
TNRC6C,0.5,0.029380514
CBFA2T2,0.3,0.069526062
BRINP1,-1,5.19E-06
ITCH,0.4,0.282557924
TP53INP2,2.2,7.09E-08
SDF4,-0.1,0.744441835
MYH7B,-0.3,0.421590377
TP73,1.4,1.01E-04
TOLLIP,-1,4.93E-04
UBE2D4,-0.1,0.424891134
CLUL1,-1.5,2.95E-04
RUNX1T1,-0.4,0.109444187
CDH17,-0.4,0.623676692
THOC1,0.5,0.102153002
FKBP7,1.2,0.002293011
OSBPL6,-0.4,0.187598076
SLC1A3,1.2,0.06640189
XRCC5,0.1,0.62853341
LXN,-0.2,0.684879347
SP140,0.9,0.016996169
TNS1,1,8.70E-04
REXO1,-0.6,0.148882542
SAR1A,0.2,0.504745092
CDC14A,1.2,0.022835291
RAPGEF3,1,4.42E-04
CEACAM1,0.5,0.398822355
SENP1,0.5,0.105865832
DUSP13,0.1,0.878196477
CIC,0.1,0.751720016
LIPE,0.4,0.218319324
PAFAH1B3,-0.2,0.646279084
OPHN1,1.2,8.01E-07
KIF22,-0.1,0.710381208
SCGN,0.3,0.715797114
CARMIL1,0.7,0.118204681
PGM1,0.5,0.025905384
DDX1,-0.9,6.78E-09
DNM2,0.7,1.09E-04
EPB41L2,1,8.45E-06
RIMS1,-0.7,0.008477376
MOXD1,0.6,0.246185572
RABL2B,-0.5,0.029079856
DDX43,-0.5,0.480514447
PTPRH,0.7,0.115171108
DCT,-0.5,0.407785592
CRYBG3,1,0.022086221
EPHA6,-1.2,0.001282739
SCTR,-1.6,0.014182165
RFX3,0.5,0.089153919
RAB21,0.7,0.056791128
SLC4A4,1.2,0.079998405
SMARCA2,-0.3,0.003987278
SESN1,-0.3,0.196865649
MID2,-0.7,0.040696983
COL5A3,0.7,0.078992942
SRCAP,0.2,0.402350482
PUM3,0.1,0.651539223
CPB2,0.6,0.377527609
CHRNA3,1,0.238484628
KCNN2,-0.9,6.64E-04
CNOT4,0.1,0.542902906
PSEN1,0.8,0.010258504
CPOX,0.5,0.002244074
CLDND1,1.6,5.41E-05
MOK,-0.7,0.013039816
HSP90AA1,0.1,0.755343611
RBL1,1.1,8.77E-05
DLGAP4,-0.5,0.10297468
CROCCP3,0.2,0.266170562
NDC80,1.7,0.029712351
AP4E1,0.4,0.14341044
RSBN1,0.2,0.60538357
MAGI3,-0.9,8.55E-07
CXCL2,2.8,1.63E-14
AFP,-1.9,0.007954008
COL4A4,1.2,5.56E-06
TCF7,1.2,9.27E-05
OSTM1,-0.1,0.701271632
CDH7,-2.1,2.57E-09
IMPG2,-0.4,0.545912183
PCNP,0.1,0.853102403
EXD2,0.5,0.005459841
ARG2,-0.5,0.110729321
MEF2C,-1.4,6.35E-08
PTPRC,1.5,5.86E-04
CACNA1S,-0.8,0.203821237
PKP1,-1.9,4.73E-08
UBA5,-0.5,0.012804902
STK17B,1.3,0.033484635
CDC14B,1.1,4.05E-04
ZNF510,-0.4,0.052085446
LRP2,1.6,4.45E-08
ZNF506,0.4,0.209201495
JMJD4,-0.4,0.11763446
DUSP12,-0.1,0.586981245
AACS,-1.2,5.17E-05
DELE1,0.2,0.244458386
CADPS2,-2.2,1.64E-12
PCDHB4,0.3,0.263447755
PCDHA6,-0.6,0.368668043
PCDHGA2,0.4,0.38103873
HSPB11,0.1,0.776867125
PHLPP1,1,0.003762181
ATP8B1,-0.2,0.52465367
IL12RB2,-1.1,0.025290251
WDR70,-0.1,0.608038303
FYB1,1.7,9.62E-04
MPP4,-0.6,0.279947415
STRADB,0.8,0.005027129
BZW1,-0.3,0.202669189
PGR,0.4,0.456241627
C1QTNF3,1.2,0.006359675
ME2,0.5,0.082228564
C5orf22,-0.9,8.31E-05
CCNT2,-0.1,0.752142133
FAM135A,0.2,0.436805223
COL19A1,-0.7,0.050913297
EPB41L3,-1,2.67E-05
COBLL1,0.1,0.820654393
DLG3,-1.3,0.001384698
KCNK2,0.2,0.516729535
SERTAD4,-1.8,3.70E-10
TRAF5,-0.7,0.001525858
MRPL22,-0.3,0.047427332
GEMIN5,0.2,0.284304705
OPRK1,-0.5,0.432291732
NFE2L1,-0.4,0.1170146
SEMA5B,-0.7,0.026258098
GSK3B,-0.7,1.57E-04
ITGB5,0.8,0.027261878
ERC1,0.3,0.129120833
XPO1,0.5,0.094590357
RNF13,0.6,0.100685997
TRPM3,0.3,0.488570285
PALB2,-0.3,0.07783017
DOP1A,-0.3,0.139550192
LYRM2,-0.1,0.814583243
BCKDHB,0.8,0.011225354
KAT6A,0.7,0.009025403
TUT7,0.4,0.236354145
ULK2,0.4,2.31E-04
GRHL2,0.2,0.822668492
TNPO1,0.7,0.086604845
PLOD1,0.5,0.058391127
P2RX5,-1,0.035544872
ITGAE,0.1,0.679505875
DIS3,0.1,0.776867125
PIBF1,0.1,0.795914406
TDRD3,0.5,0.154877835
NUFIP1,0.1,0.851711885
PDS5B,-0.5,0.006545723
OXCT1,-0.8,1.46E-04
RRAGB,-0.4,0.026599154
ZNF324,-0.7,0.118659552
ZNF671,-0.2,0.372169854
ZNF416,-0.7,0.022533855
ZNF586,0.2,0.602876587
ZNF446,-0.1,0.706287428
ZNF264,0.1,0.730295308
RPS5,0.3,0.381757539
FAT1,0.9,0.076798636
YTHDC1,0.7,0.007914522
CHMP2B,0.2,0.523350752
SMAP2,-1.1,2.59E-05
PPIE,-0.3,0.196233978
ZMPSTE24,0.4,0.31427446
NOA1,-0.2,0.509833409
REST,1.5,2.36E-04
SSH1,-0.4,0.074066645
GSTP1,0.5,0.01450183
APLP2,-0.6,9.08E-11
FAM234B,-1.4,6.79E-10
SLCO1A2,1.9,5.52E-07
WBP11,-0.2,0.060474492
EIF3I,-0.3,0.240266569
NKAIN1,0.2,0.696517302
COL16A1,0.6,0.011112913
TXLNA,0.4,0.001867968
APOB,0.6,0.331709195
NCOA1,0.1,0.68506607
AGBL5,-0.3,0.374052484
EFR3B,-0.4,1.94E-06
KIF3C,-0.8,0.135762263
RAB10,0.5,0.071903113
HADHA,0.8,6.34E-06
MAPRE3,-1.2,2.03E-05
CAD,0.2,0.604958634
CD59,0.6,0.001358824
CD82,0.9,1.72E-04
BCORL1,-0.1,0.413759423
AK6,-0.1,0.873575543
FCN1,0.8,0.307160403
MYNN,-0.1,0.865839199
MECOM,1.1,0.002127734
SCAMP1,-0.6,0.046474447
PREP,-1.4,5.82E-08
HACE1,-0.6,0.007343962
SEH1L,-0.9,4.30E-10
WDR47,-1.1,1.80E-10
WDFY1,0.2,0.584636045
OVGP1,-0.3,0.433607403
SLC25A24,-0.1,0.893373717
MAP3K4,-0.2,0.164827431
PILRA,-0.1,0.909569987
IGSF9,0.8,0.156088947
ABCB1,0.4,0.04696995
ZNF213,-0.2,0.434641911
AKR1B1,-0.5,0.039110492
CPNE3,1.2,0.003258923
RRN3,0.3,0.247824655
CTTN,-0.1,0.475956816
WNT11,0.6,0.293598578
DDHD2,-0.5,0.035826956
TTC39A,-1.6,2.58E-06
EPS15,-0.2,0.461517177
CHERP,-0.2,0.583522634
ATG16L1,-1.2,1.02E-07
USP40,0.9,1.17E-06
RAD54L,-0.6,0.16120751
MAST2,-0.2,0.657747986
DNAJA1,-0.2,0.447794201
B4GALT1,1.2,1.40E-05
CHMP5,-0.1,0.561124785
NFX1,-0.2,0.057288088
AQP6,0.5,0.330931535
DIMT1,0.4,0.240783778
IPO11,-0.2,0.444712422
FOLH1,1.2,0.003468827
EIF2AK1,-0.3,8.46E-06
NME8,0.4,0.604173583
EPDR1,-1.2,5.79E-06
SNX10,-1.3,4.53E-05
SEPHS1,0.1,0.54751711
MRPL28,-0.7,0.028398308
HBQ1,-0.4,0.513930167
ITPKC,0.5,0.160290741
FAT2,-0.5,0.267191025
RBM22,0.3,0.212004691
TMED2,0.2,0.43331488
ERO1B,0.2,0.49020081
ZFAND6,0.3,0.224616529
TXLNG,-0.1,0.755688513
PPEF1,-1.2,0.001045542
LAT2,1.6,0.00127443
HUWE1,-0.1,0.670299539
ZW10,-0.3,0.036142717
ALG9,-0.2,0.366050161
MYBPC2,0.3,0.668067694
NOX4,0.6,0.405559944
ACOX3,0.3,0.019200098
MTMR2,-0.1,0.726562819
PPP1R15A,-0.2,0.48575483
HSD17B14,0.6,0.071320884
TRIP6,1.1,1.33E-04
ACHE,-1.1,0.008388719
FTL,1,6.29E-09
SRRT,0.1,0.535674085
BAX,0.1,0.791699447
NLK,-1.1,6.51E-15
PIGS,-0.2,0.465430778
ADAMTS2,-0.9,0.029965832
ATXN7L3,-1,0.002400953
PSMC5,-0.6,0.011034755
UIMC1,0.3,0.207829719
CETP,0.5,0.383755305
MMP2,1.9,1.55E-06
MT3,0.8,8.29E-05
LPCAT2,1.3,7.53E-05
OGFOD1,-0.1,0.552488739
SH3BP2,1.2,0.001681496
NOP14,-0.1,0.661996365
ADD1,0.1,0.386372707
L2HGDH,-0.3,0.169227744
TXNDC16,0.2,0.538001156
RTRAF,-0.2,0.262880475
NID2,0.5,0.263562101
GMCL1,0.3,0.473016801
SF3B2,-0.1,0.580737298
KLHL42,-0.4,0.054778429
GNAS,-0.7,0.002074131
DNM1L,-0.9,3.71E-14
PTHLH,-1.3,0.005631977
PHACTR3,0.9,8.38E-10
ERGIC2,0.1,0.744334136
AURKA,-0.4,0.455386632
CASS4,0.7,0.148461722
PIR,1,0.004480452
AAMDC,0.9,5.93E-04
RFX2,0.9,0.013555458
METTL2A,-0.3,0.165500044
SULT2B1,-1.3,0.027090618
ALG6,0.6,0.094500173
CNOT3,-0.1,0.828928483
GP6,-0.3,0.490098608
PTPN4,-0.8,5.87E-11
DDX18,0.3,0.148571336
KHSRP,0.1,0.331533967
GNA11,-0.1,0.631502996
ASAP3,1,3.28E-07
EDEM2,0.2,0.395322721
REM1,-0.2,0.824952779
TPX2,-0.2,0.767277191
FER1L4,-0.2,0.616867731
PDRG1,-0.3,0.228572454
EPB41L1,-0.9,1.17E-05
DOCK9,0.5,9.78E-04
ANKRD10,0.3,0.170902444
TGDS,0.9,0.003634403
DOCK3,-0.8,3.88E-04
C3orf18,-0.6,6.15E-04
COQ9,0.1,0.737197169
TMEM40,-0.9,0.283892877
KIF9,-0.8,0.001809707
ARHGAP28,0.4,0.414849256
CRLS1,0.1,0.830207244
PPP1R13B,-0.7,0.003922871
ATRN,-0.6,5.13E-09
SMOX,1.1,7.69E-05
SIGLEC1,1.6,0.006711658
FKBP1A,-0.4,0.102496524
NSFL1C,-0.3,0.288942963
C20orf194,0.3,0.093972987
EBF4,0.6,6.34E-04
CPXM1,1.7,1.98E-06
MAVS,1.1,4.74E-11
LZTS3,-1.1,0.002189606
XRN2,0.3,0.006893118
KIZ,0.6,0.004313744
DYNLL1,-0.2,0.270255085
TESC,-1.6,2.61E-04
SNX5,0.7,0.015307153
RPL6,0.2,0.400912846
MAPKAPK5,-0.2,0.429671095
P2RX7,1.5,1.24E-11
ESF1,0.9,0.018509238
RBBP9,0.4,0.109495451
ANAPC5,-0.1,0.588112457
SLC23A2,-0.1,0.750886628
SLC8B1,0.7,0.009809918
TMEM230,0.2,0.539397671
DZANK1,-0.5,0.083398127
KDM2B,-0.3,0.046851836
CFAP61,-0.7,0.196040435
TASP1,-1.2,3.78E-08
OAS1,1.2,0.003696051
GCN1,0.2,0.620888429
RPLP0,0.4,0.118927443
PXN,1.4,3.60E-11
SIRT4,-0.4,0.320193249
RPH3A,-1.8,2.26E-08
KIF16B,0.6,0.040796873
TRMT6,-0.6,1.22E-04
CHGB,-1.7,8.45E-04
PEBP1,-0.6,1.16E-06
BRAP,-0.1,0.461596122
ERP29,-0.5,0.083447422
NOS1,0.7,0.010011637
FUS,-0.1,0.564506632
IGBP1,-0.2,0.387001209
FXYD5,0.6,0.124978109
ZNF302,0.4,0.266192374
FXYD3,0.8,0.253638364
HEPH,1,0.074007515
CDIP1,-0.7,0.013090813
CMTM1,-0.1,0.90071515
KCNH4,-1.1,0.01582098
GANAB,-0.1,0.832705938
GMIP,0.3,0.691759199
RBM41,0.5,0.061391007
BIRC5,1.6,0.00170604
LAG3,-1.5,0.024993784
MLF2,-0.8,3.41E-04
OTUB2,-0.8,0.196980045
DDX24,-1,2.06E-04
ZBTB25,0.3,0.212004691
NECAP1,-1.2,2.05E-07
ARHGAP4,1.1,0.02283839
ANKRD24,-0.8,0.026045111
RCOR1,0.2,0.30685303
GPATCH2L,0.5,0.030948385
LTBP4,-0.3,0.546486683
BLVRB,0.1,0.781130408
SLC9A1,-1.3,4.34E-07
SPTLC1,0.4,0.252314994
PAPOLA,0.6,0.044617343
CCNK,0.5,0.054097266
PCBP4,0.2,0.406589122
RGS1,1,0.052576888
YPEL3,-0.6,0.045357438
MRPS33,-0.1,0.801468819
NDUFB2,-0.4,0.122126967
NUDC,-0.5,0.070075197
MAEA,-0.7,0.010892331
ICAM1,1.9,1.45E-15
STRN4,-0.3,0.186564816
IRAK3,1.3,7.84E-04
LYZ,1,0.025776779
MUL1,-0.2,0.127042768
TFAP4,-0.1,0.844009865
SPG21,0.2,0.181856491
DNAJB11,0.4,0.02098423
P3H2,0.5,0.01172644
THPO,-1,0.001316792
